[\\mb-fps3\Data\Data_T2\Res_Sa2_25\San_Lea_25.225|0|0],"","",""
FDLOS.SLIPA[6].TtwlosA1,"2018-04-01","2017-04-01","History of taxation years"
FDLOS.SLIPA[7].TtwlosA1,"2017-04-01","2016-04-01","History of taxation years"
FDLOS.SLIPA[8].TtwlosA1,"2016-04-01","2015-04-01","History of taxation years"
FDLOS.SLIPA[9].TtwlosA1,"2015-04-01","2014-04-01","History of taxation years"
FDLOS.SLIPA[10].TtwlosA1,"2014-04-01","2013-04-01","History of taxation years"
FDLOS.SLIPA[11].TtwlosA1,"2013-04-01","2012-04-01","History of taxation years"
FDLOS.SLIPA[12].TtwlosA1,"2012-04-01","2011-04-01","History of taxation years"
FDLOS.SLIPA[13].TtwlosA1,"2011-04-01","2010-04-01","History of taxation years"
FDLOS.SLIPA[14].TtwlosA1,"2010-04-01","2009-04-01","History of taxation years"
FDLOS.SLIPA[15].TtwlosA1,"2009-04-01","2008-04-01","History of taxation years"
FDLOS.SLIPA[16].TtwlosA1,"2008-04-01","2007-04-01","History of taxation years"
FDLOS.SLIPA[17].TtwlosA1,"2007-04-01","2006-04-01","History of taxation years"
FDLOS.SLIPA[18].TtwlosA1,"2006-04-01","2005-04-01","History of taxation years"
FDLOS.SLIPA[19].TtwlosA1,"2005-04-01","2004-04-01","History of taxation years"
FDLOS.SLIPA[20].TtwlosA1,"2004-04-01","2003-04-01","History of taxation years"
FDWTC.Ttwtc230,"402","402","Allocation of taxable income – Enter the regulation that applies (402 to 413)."
fdGIL.Ttwgil18,"N","N","Did the corporation make its first election in a prior taxation year?"
fdGIL.Ttwgil17,"N","N","Has the corporation made an election under subsection 10.1(1) ITA in the current taxation year or in a prior taxation year and this election has not been revoked?"
MJRAW.SLIPA[2].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[2].TtwrawA597,"-21,235","","Net income for income tax purposes"
MJRAW.SLIPA[2].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[3].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[3].TtwrawA597,"-13,045","","Net income for income tax purposes"
MJRAW.SLIPA[3].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[4].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[4].TtwrawA597,"390,551","","Net income for income tax purposes"
MJRAW.SLIPA[4].TtwrawA306,"8,318","","Part I tax payable"
MJRAW.SLIPA[5].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[5].TtwrawA597,"-32,467","","Net income for income tax purposes"
MJRAW.SLIPA[5].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[6].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[6].TtwrawA597,"-665,484","","Net income for income tax purposes"
MJRAW.SLIPA[6].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[7].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[7].TtwrawA597,"312,963","","Net income for income tax purposes"
MJRAW.SLIPA[7].TtwrawA306,"35,338","","Part I tax payable"
MJRAW.SLIPA[8].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[8].TtwrawA597,"112,788","","Net income for income tax purposes"
MJRAW.SLIPA[8].TtwrawA306,"12,155","","Part I tax payable"
MJRAW.SLIPA[9].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[9].TtwrawA597,"-3,147","","Net income for income tax purposes"
MJRAW.SLIPA[9].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[10].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[10].TtwrawA597,"-3,065","","Net income for income tax purposes"
MJRAW.SLIPA[10].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[11].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[11].TtwrawA597,"-3,015","","Net income for income tax purposes"
MJRAW.SLIPA[11].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[12].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[12].TtwrawA597,"577,222","","Net income for income tax purposes"
MJRAW.SLIPA[12].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[13].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[13].TtwrawA597,"691,770","","Net income for income tax purposes"
MJRAW.SLIPA[13].TtwrawA306,"37,516","","Part I tax payable"
MJRAW.SLIPA[14].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[14].TtwrawA597,"-465,609","","Net income for income tax purposes"
MJRAW.SLIPA[14].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[15].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[15].TtwrawA597,"-55,143","","Net income for income tax purposes"
MJRAW.SLIPA[15].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[2].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[2].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[2].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[3].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[3].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[3].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[4].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[4].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[4].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[5].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[5].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[5].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[6].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[6].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[6].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[7].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[7].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[7].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[8].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[8].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[8].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[9].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[9].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[9].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[10].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[10].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[10].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[11].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[11].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[11].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[12].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[12].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[12].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[13].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[13].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[13].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[14].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[14].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[14].TtwrawA132,"0","","Alberta tax payable"
MJRAW.SLIPA[15].TtwrawA596,"","","Total capital cost of eligible property"
MJRAW.SLIPA[15].TtwrawA599,"","","Net income for Alberta purposes"
MJRAW.SLIPA[15].TtwrawA132,"0","","Alberta tax payable"
CCACat.FD08C[1].FED.Ttw08cA1,"8","8","Class number"
CCACat.FD08C[1].FED.Ttw08cA3,"Machinery & equip","Machinery & equip","Description"
CCACat.FD08C[1].FED.Ttw08cA2,"0.2000","0.2000","Federal – CCA rate %"
CCACat.FD08C[1].FED.Ttw08cA5,"79,886","79,965","Federal – UCC at the beginning of the taxation year"
CCACat.FD08C[1].FED.Ttw08cA9,"","19,892","Federal – Additions (property subject to subsection 1100(2) ITR)"
CCACat.FD08C[1].FED.Ttw08cA198,"","0","Federal – Cost of additions included on line 203 that are DIEP"
CCACat.FD08C[1].FED.Ttw08cA214,"","19,892","Federal – Cost of additions included on line 203 that are AIIP or ZEP – Available in 2024 and 2025"
CCACat.FD08C[1].QUE.Ttw08cA2,"0.2000","0.2000","Québec – CCA rate"
CCACat.FD08C[1].QUE.Ttw08cA5,"79,880","79,958","Québec – UCC at the beginning of the taxation year"
CCACat.FD08C[1].ALB.Ttw08cA2,"0.2000","0.2000","Alberta – CCA rate"
CCACat.FD08C[2].FED.Ttw08cA1,"8","8","Class number"
CCACat.FD08C[2].FED.Ttw08cA3,"Furniture & fixtures","Furniture & fixtures","Description"
CCACat.FD08C[2].FED.Ttw08cA2,"0.2000","0.2000","Federal – CCA rate %"
CCACat.FD08C[2].FED.Ttw08cA5,"5,662","7,077","Federal – UCC at the beginning of the taxation year"
CCACat.FD08C[2].QUE.Ttw08cA2,"0.2000","0.2000","Québec – CCA rate"
CCACat.FD08C[2].QUE.Ttw08cA5,"5,637","7,046","Québec – UCC at the beginning of the taxation year"
CCACat.FD08C[2].ALB.Ttw08cA2,"0.2000","0.2000","Alberta – CCA rate"
CCACat.FD08C[3].FED.Ttw08cA1,"8","8","Class number"
CCACat.FD08C[3].FED.Ttw08cA3,"Signs","Signs","Description"
CCACat.FD08C[3].FED.Ttw08cA2,"0.2000","0.2000","Federal – CCA rate %"
CCACat.FD08C[3].FED.Ttw08cA5,"915","1,144","Federal – UCC at the beginning of the taxation year"
CCACat.FD08C[3].QUE.Ttw08cA2,"0.2000","0.2000","Québec – CCA rate"
CCACat.FD08C[3].ALB.Ttw08cA2,"0.2000","0.2000","Alberta – CCA rate"
CCACat.FD08C[4].FED.Ttw08cA1,"10","10","Class number"
CCACat.FD08C[4].FED.Ttw08cA3,"Rolling stock","Rolling stock","Description"
CCACat.FD08C[4].FED.Ttw08cA13,"N","N","Terminal loss?"
CCACat.FD08C[4].FED.Ttw08cA2,"0.3000","0.3000","Federal – CCA rate %"
CCACat.FD08C[4].FED.Ttw08cA5,"1,211","1,730","Federal – UCC at the beginning of the taxation year"
CCACat.FD08C[4].QUE.Ttw08cA2,"0.3000","0.3000","Québec – CCA rate"
CCACat.FD08C[4].ALB.Ttw08cA2,"0.3000","0.3000","Alberta – CCA rate"
CCACat.FD08C[5].FED.Ttw08cA1,"45","45","Class number"
CCACat.FD08C[5].FED.Ttw08cA3,"Data proc. equip.","Data proc. equip.","Description"
CCACat.FD08C[5].FED.Ttw08cA2,"0.4500","0.4500","Federal – CCA rate %"
CCACat.FD08C[5].FED.Ttw08cA5,"1","1","Federal – UCC at the beginning of the taxation year"
CCACat.FD08C[5].QUE.Ttw08cA2,"0.4500","0.4500","Québec – CCA rate"
CCACat.FD08C[5].ALB.Ttw08cA2,"0.4500","0.4500","Alberta – CCA rate"
CCACat.FD08C[6].FED.Ttw08cA1,"50","50","Class number"
CCACat.FD08C[6].FED.Ttw08cA3,"Data processing equipment","Data processing equipment","Description"
CCACat.FD08C[6].FED.Ttw08cA183,"N","N","Is this a separate class used solely for the Québec income tax return and relating to prescribed property qualifying for the additional CCA of 30%?"
CCACat.FD08C[6].FED.Ttw08cA184,"N","N","Are properties entered in the Québec column eligible for the additional CCA of 30%?"
CCACat.FD08C[6].FED.Ttw08cA2,"0.5500","0.5500","Federal – CCA rate %"
CCACat.FD08C[6].FED.Ttw08cA5,"41","92","Federal – UCC at the beginning of the taxation year"
CCACat.FD08C[6].QUE.Ttw08cA2,"0.5500","0.5500","Québec – CCA rate"
CCACat.FD08C[6].ALB.Ttw08cA2,"0.5500","0.5500","Alberta – CCA rate"
FDCFF.Ttwcff35,"Y","Y","Do you want Form Fixed Assets Reconciliation to be applicable?"
FDCFF.Ttwcff23,"99,278","102,031","Financial statements – Fixed assets (excluding land) per financial statements – Opening net book value"
MJRAW.SLIPA[2].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[3].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[4].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[5].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[6].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[7].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[8].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[9].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[10].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[11].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[12].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[13].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[14].TtwrawA4,"3","3","Relationship code"
MJRAW.SLIPA[15].TtwrawA4,"3","","Relationship code"
MJRAW.SLIPA[1].TtwrawA16,"1","1","Association code"
MJRAW.SLIPA[1].TtwrawA458,"91,648","100,436","Taxable capital employed in Canada for the preceding taxation year"
MJRAW.SLIPA[1].TtwrawA524,"25,621","24,729","Taxable income of prior taxation year"
MJRAW.SLIPA[1].TtwrawA22,"50,000","25,000","Reduced business limit of the last taxation year ending in the preceding calendar year"
MJRAW.SLIPA[1].TtwrawA372,"91,648","100,436","Taxable capital employed in Canada in the last taxation year"
MJRAW.SLIPA[1].TtwrawA307,"0","0","Number of paid hours of the employees of the corporation, calculated for previous taxation year"
MJRAW.SLIPA[1].TtwrawA277,"102,715","104,771","Paid-up capital of prior taxation year"
MJRAW.SLIPA[1].TtwrawA279,"President","President","Position or title of authorized representative"
MJRAW.SLIPA[1].TtwrawA34,"102,715","104,771","Paid-up capital of previous taxation year"
MJRAW.SLIPA[1].TtwrawA491,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[1].TtwrawA472,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[1].TtwrawA484,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[1].TtwrawA159,"2023-04-01","2022-04-01","Previous taxation year-start"
MJRAW.SLIPA[1].TtwrawA160,"2024-03-31","2023-03-31","Previous taxation year-end"
MJRAW.SLIPA[1].TtwrawA155,"102,715","104,771","Paid-up capital of prior taxation year"
MJRAW.SLIPA[1].TtwrawA522,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[1].TtwrawA463,"417,784","348,181","Schedule 511 – Total assets in the last taxation year"
MJRAW.SLIPA[1].TtwrawA465,"109,765","83,735","Schedule 511 – Total revenue in the last taxation year"
MJRAW.SLIPA[1].TtwrawA469,"104,771","125,341","Paid-up capital of the second prior taxation year"
MJRAW.SLIPA[1].TtwrawA13,"348,181","315,976","Assets as per the financial statements of the second prior taxation year"
MJRAW.SLIPA[1].TtwrawA574,"83,735","59,137","Gross revenue of the corporation for the second preceding taxation year"
MJRAW.SLIPA[2].TtwrawA344,"Y","Y","Always keep the link and offer to restore it when in error"
MJRAW.SLIPA[2].TtwrawA16,"1","1","Association code"
MJRAW.SLIPA[2].TtwrawA524,"9,387","35,645","Taxable income of prior taxation year"
MJRAW.SLIPA[2].TtwrawA22,"50,000","40,000","Reduced business limit of the last taxation year ending in the preceding calendar year"
MJRAW.SLIPA[2].TtwrawA601,"","0.00000","Percentage assigned"
MJRAW.SLIPA[2].TtwrawA195,"0.000000","0.100000","Percentage of the business limit"
MJRAW.SLIPA[2].TtwrawA372,"0","0","Taxable capital employed in Canada in the last taxation year"
MJRAW.SLIPA[2].TtwrawA308,"0","0","Total adjusted aggregate investment income for taxation years that end in the preceding calendar year"
MJRAW.SLIPA[2].TtwrawA460,"627,973","531,515","Assets as per the financial statements of the prior taxation year"
MJRAW.SLIPA[2].TtwrawA527,"1.000000","1.000000","Percentage allocated"
MJRAW.SLIPA[2].TtwrawA307,"4,111","10,017","Number of paid hours of the employees of the corporation, calculated for previous taxation year"
MJRAW.SLIPA[2].TtwrawA279,"President","President","Position or title of authorized representative"
MJRAW.SLIPA[2].TtwrawA491,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[2].TtwrawA472,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[2].TtwrawA575,"357,814","1,040,169","Gross revenue of the corporation for the preceding taxation year"
MJRAW.SLIPA[2].TtwrawA482,"50,000","50,000","Allocation of the basic amount for the taxation year"
MJRAW.SLIPA[2].TtwrawA484,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[2].TtwrawA159,"2023-04-01","2022-04-01","Previous taxation year-start"
MJRAW.SLIPA[2].TtwrawA160,"2024-03-31","2023-03-31","Previous taxation year-end"
MJRAW.SLIPA[2].TtwrawA522,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[2].TtwrawA342,"","0","RD-1029.8.9.03 – Tax credit for fees and dues paid to a research consortium – Allocation of the expenditure limit between the associated corporations"
